SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_INVOICES,DUREE,KWH,CONSOMMATION
0027KO,2018-01-12,2018-12-31,2 165,"268,70",35,353,2165,6.1331444759206795
0027KO,2019-01-01,2019-01-31,2 165,"295,36",35,30,2165,72.16666666666667
0027KO,2019-01-02,2019-02-28,1 964,"268,50",35,57,1964,34.45614035087719
0027KO,2019-01-03,2019-03-31,2 180,"297,36",35,87,2180,25.057471264367816
0027KO,2019-01-04,2019-04-30,2 134,"291,21",35,116,2134,18.396551724137932
0027KO,2019-01-05,2019-05-31,2 214,"301,90",35,146,2214,15.164383561643836
0027KO,2019-01-06,2019-06-30,2 228,"303,77",35,175,2228,12.731428571428571
0027KO,2019-01-07,2019-07-31,2 266,"308,85",35,205,2266,11.053658536585365
0027KO,2019-01-08,2019-08-31,2 278,"310,45",35,235,2278,9.693617021276596
0027KO,2019-01-09,2019-09-30,2 152,"293,62",35,264,2152,8.151515151515152
0027KO,2019-01-10,2019-10-31,2 204,"300,57",35,294,2204,7.496598639455782
0027KO,2019-01-11,2019-11-30,2 124,"289,88",35,323,2124,6.575851393188855
0027KO,2019-01-12,2019-12-31,2 195,"299,36",35,353,2195,6.218130311614731
0027KO,2020-01-01,2020-01-31,2 195,"297,59",35,30,2195,73.16666666666667
0027KO,2020-01-02,2020-02-29,2 059,"279,57",35,58,2059,35.5
0027KO,2020-01-03,2020-03-31,2 354,"318,65",35,88,2354,26.75
0027KO,2020-01-04,2020-04-30,2 595,"350,58",35,117,2595,22.17948717948718
0027KO,2020-01-05,2020-05-31,2 691,"363,30",35,147,2691,18.306122448979593
0027KO,2020-01-06,2020-06-30,2 747,"370,72",35,176,2747,15.607954545454545
0027KO,2020-01-07,2020-07-31,2 898,"390,72",35,206,2898,14.067961165048544
0027KO,2020-01-08,2020-08-31,2 959,"398,80",35,236,2959,12.538135593220339
0027KO,2020-01-09,2020-09-30,2 831,"381,84",35,265,2831,10.683018867924527
0027KO,2020-01-10,2020-10-31,2 900,"390,98",35,295,2900,9.830508474576272
0027KO,2020-01-11,2020-11-30,2 776,"374,56",35,324,2776,8.567901234567902
0028BB,2018-01-01,2018-12-31,13 081,"4 212,91",2,364,0,0.0
0028BB,2019-01-01,2019-12-31,10 323,"3 841,62",2,364,0,0.0
0028KO,2018-01-01,2018-01-31,2 777,"342,38",35,30,2777,92.56666666666666
0028KO,2018-01-02,2018-02-28,2 510,"310,21",35,57,2510,44.03508771929825
0028KO,2018-01-03,2018-03-31,2 652,"327,32",35,87,2652,30.482758620689655
0028KO,2018-01-04,2018-04-30,2 373,"293,71",35,116,2373,20.45689655172414
0028KO,2018-01-05,2018-05-31,2 450,"302,99",35,146,2450,16.78082191780822
0028KO,2018-01-06,2018-06-30,2 364,"292,62",35,175,2364,13.508571428571429
0028KO,2018-01-07,2018-07-31,2 463,"304,72",35,205,2463,12.014634146341463
0028KO,2018-01-08,2018-08-31,2 483,"307,14",35,235,2483,10.565957446808511
0028KO,2018-01-09,2018-09-30,2 363,"294,53",35,264,2363,8.950757575757576
0028KO,2018-01-10,2018-10-31,2 444,"304,36",35,294,2444,8.312925170068027
0028KO,2018-01-11,2018-11-30,2 515,"312,97",35,323,2515,7.786377708978328
0028KO,2018-01-12,2018-12-31,2 753,"341,85",35,353,2753,7.798866855524079
0028KO,2019-01-01,2019-01-31,2 748,"375,07",35,30,2748,91.6
0028KO,2019-01-02,2019-02-28,2 419,"331,11",35,57,2419,42.43859649122807
0028KO,2019-01-03,2019-03-31,2 541,"347,42",35,87,2541,29.20689655172414
0028KO,2019-01-04,2019-04-30,2 378,"325,64",35,116,2378,20.5
0028KO,2019-01-05,2019-05-31,2 436,"333,39",35,146,2436,16.684931506849313
0028KO,2019-01-06,2019-06-30,2 415,"330,58",35,175,2415,13.8
0028KO,2019-01-07,2019-07-31,2 455,"335,92",35,205,2455,11.975609756097562
0028KO,2019-01-08,2019-08-31,2 475,"338,60",35,235,2475,10.53191489361702
0028KO,2019-01-09,2019-09-30,2 358,"322,96",35,264,2358,8.931818181818182
0028KO,2019-01-10,2019-10-31,2 465,"337,26",35,294,2465,8.384353741496598
0028KO,2019-01-11,2019-11-30,2 412,"330,18",35,323,2412,7.46749226006192
0028KO,2019-01-12,2019-12-31,2 724,"371,87",35,353,2724,7.71671388101983
0028KO,2020-01-01,2020-01-31,2 778,"376,86",35,30,2778,92.6
0028KO,2020-01-02,2020-02-29,2 533,"344,41",35,58,2533,43.672413793103445
0028KO,2020-01-03,2020-03-31,2 459,"334,60",35,88,2459,27.943181818181817
0028KO,2020-01-04,2020-04-30,2 928,"396,73",35,117,2928,25.025641025641026
0028KO,2020-01-05,2020-05-31,3 020,"408,92",35,147,3020,20.54421768707483
0028KO,2020-01-06,2020-06-30,2 988,"404,68",35,176,2988,16.977272727272727
0028KO,2020-01-07,2020-07-31,3 143,"425,22",35,206,3143,15.257281553398059
0028KO,2020-01-08,2020-08-31,3 180,"430,12",35,236,3180,13.474576271186441
0028KO,2020-01-09,2020-09-30,3 052,"413,16",35,265,3052,11.516981132075472
0028KO,2020-01-10,2020-10-31,3 124,"422,70",35,295,3124,10.589830508474575
0028KO,2020-01-11,2020-11-30,3 000,"406,27",35,324,3000,9.25925925925926
0029BB,2018-01-01,2018-01-31,2 611,"339,88",35,30,2611,87.03333333333333
0029BB,2018-01-02,2018-02-28,2 391,"312,19",35,57,2391,41.94736842105263
0029BB,2018-01-03,2018-03-31,2 625,"341,71",35,87,2625,30.17241379310345
0029BB,2018-01-04,2018-04-30,2 539,"330,98",35,116,2539,21.887931034482758
0029BB,2018-01-05,2018-05-31,2 641,"344,03",35,146,2641,18.089041095890412
0029BB,2018-01-06,2018-06-30,2 568,"335,02",35,175,2568,14.674285714285714
0029BB,2018-01-07,2018-07-31,2 634,"343,10",35,205,2634,12.848780487804879
0029BB,2018-01-08,2018-08-31,2 964,"384,98",35,235,2964,12.61276595744681
0029BB,2018-01-09,2018-09-30,3 040,"396,54",35,264,3040,11.515151515151516
0029BB,2018-01-10,2018-10-31,3 146,"409,99",35,294,3146,10.700680272108844
0029BB,2018-01-11,2018-11-30,3 045,"397,15",35,323,3045,9.427244582043343
0029BB,2018-01-12,2018-12-31,3 138,"407,98",35,353,3138,8.889518413597735
0029BB,2019-01-01,2019-01-31,3 173,"393,63",35,30,3173,105.76666666666667
0029BB,2019-01-02,2019-02-28,2 841,"353,89",35,57,2841,49.8421052631579
0029BB,2019-01-03,2019-03-31,3 118,"387,43",35,87,3118,35.839080459770116
0029BB,2019-01-04,2019-04-30,3 035,"377,53",35,116,3035,26.163793103448278
0029BB,2019-01-05,2019-05-31,2 742,"341,51",35,146,2742,18.78082191780822
0029BB,2019-01-06,2019-06-30,2 633,"329,26",35,175,2633,15.045714285714286
0029BB,2019-01-07,2019-07-31,2 688,"335,46",35,205,2688,13.112195121951219
0029BB,2019-01-08,2019-08-31,2 705,"337,60",35,235,2705,11.51063829787234
0029BB,2019-01-09,2019-09-30,2 609,"326,19",35,264,2609,9.882575757575758
0029BB,2019-01-10,2019-10-31,2 703,"337,52",35,294,2703,9.193877551020408
0029BB,2019-01-11,2019-11-30,2 594,"325,00",35,323,2594,8.030959752321982
0029BB,2019-01-12,2019-12-31,2 679,"334,05",35,353,2679,7.589235127478753
0029BB,2020-01-01,2020-01-31,2 721,"403,74",35,30,2721,90.7
0029BB,2020-01-02,2020-02-29,2 572,"382,22",35,58,2572,44.3448275862069
0029BB,2020-01-03,2020-03-31,2 759,"411,05",35,88,2759,31.352272727272727
0029BB,2020-01-04,2020-04-30,2 747,"408,84",35,117,2747,23.478632478632477
0029BB,2020-01-05,2020-05-31,2 804,"417,44",35,147,2804,19.07482993197279
0029BB,2020-01-06,2020-06-30,2 766,"412,05",35,176,2766,15.715909090909092
0029BB,2020-01-07,2020-07-31,2 893,"428,93",35,206,2893,14.04368932038835
0029BB,2020-01-08,2020-08-31,3 019,"445,42",35,236,3019,12.792372881355933
0029BB,2020-01-09,2020-09-30,2 892,"427,68",35,265,2892,10.913207547169812
0029BB,2020-01-10,2020-10-31,2 948,"435,40",35,295,2948,9.99322033898305
0029BB,2020-01-11,2020-11-30,2 825,"392,68",35,324,2825,8.719135802469136
0029BR,2018-01-01,2018-12-31,35 806,"4 377,09",23,364,0,0.0
0029BR,2019-01-01,2019-02-28,5 494,"668,66",23,58,5494,94.72413793103448
0029BR,2019-01-03,2019-03-31,2 954,"353,71",23,87,2954,33.95402298850575
0029BR,2019-01-04,2019-04-30,2 808,"338,84",23,116,2808,24.20689655172414
0029BR,2019-01-05,2019-05-31,2 940,"311,32",23,146,2940,20.136986301369863
0029BR,2019-01-06,2019-06-30,3 179,"335,66",23,175,3179,18.165714285714287
0029BR,2019-01-07,2019-07-31,3 203,"338,11",23,205,3203,15.62439024390244
0029BR,2019-01-08,2019-08-31,3 160,"333,73",23,235,3160,13.446808510638299
0029BR,2019-01-09,2019-09-30,2 830,"309,60",23,264,2830,10.719696969696969
0029BR,2019-01-10,2019-10-31,2 901,"317,81",23,294,2901,9.86734693877551
0029BR,2019-01-11,2019-11-30,2 861,"313,41",23,323,2861,8.857585139318886
0029BR,2019-01-12,2019-12-31,2 942,"321,84",23,353,2942,8.3342776203966
0029BR,2020-01-01,2020-01-31,2 907,"377,73",23,30,2907,96.9
0029BR,2020-01-02,2020-02-29,2 779,"361,44",23,58,2779,47.91379310344828
0029BR,2020-01-03,2020-03-31,3 024,"390,14",23,88,3024,34.36363636363637
0029BR,2020-01-04,2020-04-30,3 133,"403,11",23,117,3133,26.77777777777778
0029BR,2020-01-05,2020-05-31,3 222,"413,38",23,147,3222,21.918367346938776
0029BR,2020-01-06,2020-06-30,3 253,"416,87",23,176,3253,18.482954545454547
0029BR,2020-01-07,2020-07-31,3 461,"442,71",23,206,3461,16.800970873786408
0029BR,2020-01-08,2020-08-31,3 477,"444,58",23,236,3477,14.733050847457626
0029BR,2020-01-09,2020-09-30,3 247,"416,19",23,265,3247,12.252830188679246
0029BR,2020-01-10,2020-10-31,3 221,"413,03",23,295,3221,10.91864406779661
0029BR,2020-01-11,2020-11-30,3 061,"381,52",23,324,3061,9.447530864197532
0029KO,2018-01-01,2018-01-31,1 963,"243,11",35,30,1963,65.43333333333334
0029KO,2018-01-02,2018-02-28,1 796,"222,99",35,57,1796,31.50877192982456
0029KO,2018-01-03,2018-03-31,1 970,"243,95",35,87,1970,22.64367816091954
0029KO,2018-01-04,2018-04-30,1 892,"234,56",35,116,1892,16.310344827586206
0029KO,2018-01-05,2018-05-31,1 959,"242,63",35,146,1959,13.417808219178083
0029KO,2018-01-06,2018-06-30,1 921,"238,05",35,175,1921,10.977142857142857
0029KO,2018-01-07,2018-07-31,2 014,"249,40",35,205,2014,9.824390243902439
0029KO,2018-01-08,2018-08-31,2 039,"252,41",35,235,2039,8.676595744680851
0029KO,2018-01-09,2018-09-30,1 920,"239,57",35,264,1920,7.2727272727272725
0029KO,2018-01-10,2018-10-31,1 993,"248,43",35,294,1993,6.77891156462585
0029KO,2018-01-11,2018-11-30,1 921,"239,70",35,323,1921,5.947368421052632
0029KO,2018-01-12,2018-12-31,2 011,"250,62",35,353,2011,5.696883852691218
0029KO,2019-01-01,2019-01-31,2 014,"275,79",35,30,2014,67.13333333333334
0029KO,2019-01-02,2019-02-28,1 786,"245,33",35,57,1786,31.333333333333332
0029KO,2019-01-03,2019-03-31,1 977,"270,85",35,87,1977,22.724137931034484
0029KO,2019-01-04,2019-04-30,1 930,"264,57",35,116,1930,16.637931034482758
0029KO,2019-01-05,2019-05-31,1 989,"272,45",35,146,1989,13.623287671232877
0029KO,2019-01-06,2019-06-30,1 997,"273,52",35,175,1997,11.411428571428571
0029KO,2019-01-07,2019-07-31,2 026,"277,39",35,205,2026,9.882926829268293
0029KO,2019-01-08,2019-08-31,2 044,"279,80",35,235,2044,8.697872340425532
0029KO,2019-01-09,2019-09-30,1 937,"265,50",35,264,1937,7.337121212121212
0029KO,2019-01-10,2019-10-31,1 991,"272,72",35,294,1991,6.772108843537415
0029KO,2019-01-11,2019-11-30,1 925,"263,90",35,323,1925,5.959752321981425
0029KO,2019-01-12,2019-12-31,1 994,"273,12",35,353,1994,5.648725212464589
0029KO,2020-01-01,2020-01-31,2 005,"273,10",35,30,2005,66.83333333333333
0029KO,2020-01-02,2020-02-29,1 864,"254,42",35,58,1864,32.13793103448276
0029KO,2020-01-03,2020-03-31,2 011,"273,90",35,88,2011,22.852272727272727
0029KO,2020-01-04,2020-04-30,2 194,"298,14",35,117,2194,18.752136752136753
0029KO,2020-01-05,2020-05-31,2 299,"312,05",35,147,2299,15.639455782312925
0029KO,2020-01-06,2020-06-30,2 363,"320,53",35,176,2363,13.426136363636363
0029KO,2020-01-07,2020-07-31,2 501,"338,81",35,206,2501,12.140776699029127
0029KO,2020-01-08,2020-08-31,2 556,"346,09",35,236,2556,10.830508474576272
0029KO,2020-01-09,2020-09-30,2 447,"331,65",35,265,2447,9.233962264150943
0029KO,2020-01-10,2020-10-31,2 530,"342,65",35,295,2530,8.576271186440678
0029KO,2020-01-11,2020-11-30,2 438,"322,97",35,324,2438,7.5246913580246915
0030BB,2018-01-01,2018-01-31,2 941,"381,59",35,30,2941,98.03333333333333
0030BB,2018-01-02,2018-02-28,2 645,"344,23",35,57,2645,46.40350877192982
0030BB,2018-01-03,2018-03-31,2 964,"384,48",35,87,2964,34.06896551724138
0030BB,2018-01-04,2018-04-30,3 063,"396,57",35,116,3063,26.405172413793103
0030BB,2018-01-05,2018-05-31,3 234,"417,96",35,146,3234,22.15068493150685
0030BB,2018-01-06,2018-06-30,3 144,"406,48",35,175,3144,17.965714285714284
0030BB,2018-01-07,2018-07-31,3 227,"417,14",35,205,3227,15.741463414634147
0030BB,2018-01-08,2018-08-31,3 511,"453,24",35,235,3511,14.940425531914894
0030BB,2018-01-09,2018-09-30,3 563,"462,06",35,264,3563,13.496212121212121
0030BB,2018-01-10,2018-10-31,3 654,"473,33",35,294,3654,12.428571428571429
0030BB,2018-01-11,2018-11-30,3 525,"456,86",35,323,3525,10.913312693498453
0030BB,2018-01-12,2018-12-31,3 631,"470,01",35,353,3631,10.286118980169972
0030BB,2019-01-01,2019-01-31,3 615,"446,36",35,30,3615,120.5
0030BB,2019-01-02,2019-02-28,3 288,"406,86",35,57,3288,57.68421052631579
0030BB,2019-01-03,2019-03-31,3 639,"449,10",35,87,3639,41.827586206896555
0030BB,2019-01-04,2019-04-30,3 513,"434,77",35,116,3513,30.28448275862069
0030BB,2019-01-05,2019-05-31,3 292,"407,36",35,146,3292,22.54794520547945
0030BB,2019-01-06,2019-06-30,3 121,"387,18",35,175,3121,17.834285714285713
0030BB,2019-01-07,2019-07-31,3 181,"393,95",35,205,3181,15.517073170731708
0030BB,2019-01-08,2019-08-31,3 209,"397,39",35,235,3209,13.65531914893617
0030BB,2019-01-09,2019-09-30,3 045,"377,67",35,264,3045,11.534090909090908
0030BB,2019-01-10,2019-10-31,3 137,"388,45",35,294,3137,10.670068027210885
0030BB,2019-01-11,2019-11-30,3 025,"375,44",35,323,3025,9.365325077399381
0030BB,2019-01-12,2019-12-31,3 085,"382,07",35,353,3085,8.739376770538243
0030BB,2020-01-01,2020-01-31,3 112,"451,91",35,30,3112,103.73333333333333
0030BB,2020-01-02,2020-02-29,2 956,"429,92",35,58,2956,50.96551724137931
0030BB,2020-01-03,2020-03-31,3 140,"458,50",35,88,3140,35.68181818181818
0030BB,2020-01-04,2020-04-30,3 073,"448,78",35,117,3073,26.264957264957264
0030BB,2020-01-05,2020-05-31,3 174,"462,84",35,147,3174,21.591836734693878
0030BB,2020-01-06,2020-06-30,3 125,"455,60",35,176,3125,17.755681818181817
0030BB,2020-01-07,2020-07-31,3 299,"479,42",35,206,3299,16.014563106796118
0030BB,2020-01-08,2020-08-31,3 333,"482,79",35,236,3333,14.122881355932204
0030BB,2020-01-09,2020-09-30,3 177,"461,24",35,265,3177,11.988679245283018
0030BB,2020-01-10,2020-10-31,3 277,"475,51",35,295,3277,11.108474576271187
0030BB,2020-01-11,2020-11-30,3 116,"432,41",35,324,3116,9.617283950617283
0030BR,2018-01-01,2018-01-31,2 271,"248,81",35,30,2271,75.7
0030BR,2018-01-02,2018-02-28,2 051,"225,46",35,57,2051,35.98245614035088
0030BR,2018-01-03,2018-03-31,2 273,"248,97",35,87,2273,26.126436781609197
0030BR,2018-01-04,2018-04-30,2 243,"245,61",35,116,2243,19.336206896551722
0030BR,2018-01-05,2018-05-31,2 375,"259,46",35,146,2375,16.267123287671232
0030BR,2018-01-06,2018-06-30,2 339,"255,55",35,175,2339,13.365714285714287
0030BR,2018-01-07,2018-07-31,2 452,"267,58",35,205,2452,11.960975609756098
0030BR,2018-01-08,2018-08-31,2 039,"223,88",35,235,2039,8.676595744680851
0030BR,2018-01-09,2018-09-30,1 912,"212,02",35,264,1912,7.242424242424242
0030BR,2018-01-10,2018-10-31,2 316,"255,15",35,294,2316,7.877551020408164
0030BR,2018-01-11,2018-11-30,2 228,"245,76",35,323,2228,6.897832817337461
0030BR,2018-01-12,2018-12-31,2 295,"252,93",35,353,2295,6.501416430594901
0030BR,2019-01-01,2019-01-31,2 296,"247,00",35,30,2296,76.53333333333333
0030BR,2019-01-02,2019-02-28,2 078,"224,25",35,57,2078,36.45614035087719
0030BR,2019-01-03,2019-03-31,2 296,"246,88",35,87,2296,26.39080459770115
0030BR,2019-01-04,2019-04-30,2 238,"240,79",35,116,2238,19.29310344827586
0030BR,2019-01-05,2019-05-31,2 329,"250,19",35,146,2329,15.952054794520548
0030BR,2019-01-06,2019-06-30,2 308,"247,84",35,175,2308,13.188571428571429
0030BR,2019-01-07,2019-07-31,2 379,"253,67",35,205,2379,11.604878048780488
0030BR,2019-01-08,2019-08-31,2 400,"252,36",35,235,2400,10.212765957446809
0030BR,2019-01-09,2019-09-30,2 290,"241,16",35,264,2290,8.674242424242424
0030BR,2019-01-10,2019-10-31,2 413,"253,69",35,294,2413,8.20748299319728
0030BR,2019-01-11,2019-11-30,2 523,"264,89",35,323,2523,7.811145510835913
0030BR,2019-01-12,2019-12-31,2 573,"269,98",35,353,2573,7.288951841359774
0030BR,2020-01-01,2020-01-31,2 554,"320,33",35,30,2554,85.13333333333334
0030BR,2020-01-02,2020-02-29,2 436,"305,89",35,58,2436,42.0
0030BR,2020-01-03,2020-03-31,2 638,"328,97",35,88,2638,29.977272727272727
0030BR,2020-01-04,2020-04-30,2 670,"332,86",35,117,2670,22.82051282051282
0030BR,2020-01-05,2020-05-31,2 748,"342,35",35,147,2748,18.693877551020407
0030BR,2020-01-06,2020-06-30,2 733,"340,53",35,176,2733,15.528409090909092
0030BR,2020-01-07,2020-07-31,2 870,"357,20",35,206,2870,13.932038834951456
0030BR,2020-01-08,2020-08-31,2 873,"357,57",35,236,2873,12.173728813559322
0030BR,2020-01-09,2020-09-30,2 739,"341,26",35,265,2739,10.335849056603774
0030BR,2020-01-10,2020-10-31,2 794,"347,95",35,295,2794,9.471186440677966
0030BR,2020-01-11,2020-11-30,2 686,"334,81",35,324,2686,8.290123456790123
0030KO,2018-01-01,2018-03-31,7 603,"889,93",22,89,7603,85.42696629213484
0030KO,2018-01-01,2018-03-31,6 573,"769,37",22,89,6573,73.85393258426966
0030KO,2018-01-04,2018-06-30,7 191,"882,91",22,177,7191,40.6271186440678
0030KO,2018-01-04,2018-06-30,7 580,"930,60",22,177,7580,42.824858757062145
0030KO,2018-01-07,2018-09-30,7 508,"949,61",22,266,7508,28.225563909774436
0030KO,2018-01-07,2018-09-30,7 935,"1 004,09",22,266,7935,29.830827067669173
0030KO,2018-01-10,2018-12-31,7 592,"924,83",22,355,7592,21.385915492957746
0030KO,2018-01-10,2018-12-31,7 261,"884,51",22,355,7261,20.453521126760563
0030KO,2019-01-01,2019-03-31,6 848,"812,79",22,89,6848,76.9438202247191
0030KO,2019-01-01,2019-03-31,7 352,"872,61",22,89,7352,82.6067415730337
0030KO,2019-01-04,2019-06-30,7 544,"914,33",22,177,7544,42.621468926553675
0030KO,2019-01-04,2019-06-30,7 690,"932,03",22,177,7690,43.44632768361582
0030KO,2019-01-07,2019-09-30,5 640,"709,34",22,266,5640,21.203007518796994
0030KO,2019-01-07,2019-09-30,7 940,"992,50",22,266,7940,29.849624060150376
0030KO,2019-01-10,2019-12-31,3 255,"393,50",22,355,3255,9.169014084507042
0030KO,2019-01-10,2019-12-31,8 069,"975,54",22,355,8069,22.729577464788733
0030KO,2020-01-01,2020-03-31,2 714,"319,22",22,90,2714,30.155555555555555
0030KO,2020-01-01,2020-03-31,7 095,"834,51",22,90,7095,78.83333333333333
0030KO,2020-01-04,2020-06-30,3 163,"391,90",22,178,3163,17.769662921348313
0030KO,2020-01-04,2020-06-30,8 853,"1 096,89",22,178,8853,49.735955056179776
0030KO,2020-01-07,2020-09-30,9 951,"1 301,72",22,267,9951,37.26966292134831
0030KO,2020-01-07,2020-09-30,3 461,"452,74",22,267,3461,12.962546816479401
0031BB,2018-01-01,2018-01-31,2 434,"317,29",35,30,2434,81.13333333333334
0031BB,2018-01-02,2018-02-28,2 199,"287,80",35,57,2199,38.578947368421055
0031BB,2018-01-03,2018-03-31,2 451,"320,51",35,87,2451,28.17241379310345
0031BB,2018-01-04,2018-04-30,2 402,"314,29",35,116,2402,20.70689655172414
0031BB,2018-01-05,2018-05-31,2 506,"327,79",35,146,2506,17.164383561643834
0031BB,2018-01-06,2018-06-30,2 440,"319,75",35,175,2440,13.942857142857143
0031BB,2018-01-07,2018-07-31,2 540,"332,68",35,205,2540,12.390243902439025
0031BB,2018-01-08,2018-08-31,2 653,"347,46",35,235,2653,11.28936170212766
0031BB,2018-01-09,2018-09-30,2 926,"383,19",35,264,2926,11.083333333333334
0031BB,2018-01-10,2018-10-31,3 013,"393,86",35,294,3013,10.248299319727892
0031BB,2018-01-11,2018-11-30,2 885,"377,39",35,323,2885,8.93188854489164
0031BB,2018-01-12,2018-12-31,2 965,"387,22",35,353,2965,8.39943342776204
0031BB,2019-01-01,2019-01-31,2 972,"370,57",35,30,2972,99.06666666666666
0031BB,2019-01-02,2019-02-28,2 692,"337,01",35,57,2692,47.228070175438596
0031BB,2019-01-03,2019-03-31,2 969,"370,48",35,87,2969,34.12643678160919
0031BB,2019-01-04,2019-04-30,2 931,"365,29",35,116,2931,25.267241379310345
0031BB,2019-01-05,2019-05-31,2 731,"340,79",35,146,2731,18.705479452054796
0031BB,2019-01-06,2019-06-30,2 641,"330,77",35,175,2641,15.09142857142857
0031BB,2019-01-07,2019-07-31,2 682,"335,38",35,205,2682,13.082926829268292
0031BB,2019-01-08,2019-08-31,2 703,"338,64",35,235,2703,11.502127659574468
0031BB,2019-01-09,2019-09-30,2 557,"320,33",35,264,2557,9.68560606060606
0031BB,2019-01-10,2019-10-31,2 646,"330,88",35,294,2646,9.0
0031BB,2019-01-11,2019-11-30,2 552,"319,75",35,323,2552,7.900928792569659
0031BB,2019-01-12,2019-12-31,2 649,"331,24",35,353,2649,7.504249291784703
0031BB,2020-01-01,2020-01-31,2 641,"393,17",35,30,2641,88.03333333333333
0031BB,2020-01-02,2020-02-29,2 508,"373,78",35,58,2508,43.241379310344826
0031BB,2020-01-03,2020-03-31,2 745,"410,17",35,88,2745,31.193181818181817
0031BB,2020-01-04,2020-04-30,2 753,"411,24",35,117,2753,23.52991452991453
0031BB,2020-01-05,2020-05-31,2 829,"421,88",35,147,2829,19.244897959183675
0031BB,2020-01-06,2020-06-30,2 747,"410,13",35,176,2747,15.607954545454545
0031BB,2020-01-07,2020-07-31,2 895,"430,32",35,206,2895,14.053398058252426
0031BB,2020-01-08,2020-08-31,2 978,"440,74",35,236,2978,12.61864406779661
0031BB,2020-01-09,2020-09-30,2 789,"413,47",35,265,2789,10.524528301886793
0031BB,2020-01-10,2020-10-31,2 858,"423,79",35,295,2858,9.68813559322034
0031BB,2020-01-11,2020-11-30,2 748,"381,97",35,324,2748,8.481481481481481
0031BR,2018-01-01,2018-10-15,23 533,"2 613,04",4,287,0,0.0
0031BR,2018-10-16,2018-12-31,6 993,"776,49",4,76,6993,92.01315789473684
0031BR,2019-01-01,2019-12-31,31 011,"3 375,79",4,364,0,0.0
0031BR,2020-01-01,2020-11-02,3 527,"454,19",4,306,3527,11.526143790849673
0031KO,2018-01-01,2018-01-31,1 956,"322,68",35,30,1956,65.2
0031KO,2018-01-02,2018-02-28,1 900,"316,29",35,57,1900,33.333333333333336
0031KO,2018-01-03,2018-03-31,2 323,"374,67",35,87,2323,26.701149425287355
0031KO,2018-01-04,2018-04-30,2 016,"335,59",35,116,2016,17.379310344827587
0031KO,2018-01-05,2018-05-31,2 115,"350,44",35,146,2115,14.486301369863014
